annee;atc1;l_atc1;region;boites;population;boites_pour_1000
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;27;2669400;2800180;953
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;28;2959469;3348960;884
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;32;5366011;5983840;897
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;44;4935310;5557457;888
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;52;2933925;3926871;747
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;53;3069765;3469711;885
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;75;5935759;6181885;960
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;76;6268677;6165869;1017
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;84;7252965;8238335;880
2024;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;93;6353787;5252362;1210
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);11;29053165;12507542;2323
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);24;5573477;2588006;2154
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);27;6544377;2800180;2337
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);28;7895116;3348960;2357
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);32;15113008;5983840;2526
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);44;12995030;5557457;2338
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);52;7794664;3926871;1985
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);53;7448101;3469711;2147
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);75;15001596;6181885;2427
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);76;14580313;6165869;2365
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);84;17299871;8238335;2100
2024;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);93;14712252;5252362;2801
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;11;3432419;12507542;274
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;24;844831;2588006;326
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;27;863343;2800180;308
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;28;1117220;3348960;334
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;32;1914496;5983840;320
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;44;1804963;5557457;325
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;52;1170390;3926871;298
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;53;1134240;3469711;327
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;75;2022679;6181885;327
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;76;1893037;6165869;307
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;84;2516277;8238335;305
2024;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;93;1816725;5252362;346
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;11;14086611;12507542;1126
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;24;3292533;2588006;1272
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;27;3643518;2800180;1301
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;28;4259252;3348960;1272
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;32;9042735;5983840;1511
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;44;7974306;5557457;1435
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;52;3722034;3926871;948
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;53;3396618;3469711;979
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;75;8135352;6181885;1316
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;76;7905172;6165869;1282
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;84;9173602;8238335;1114
2024;M;SYSTEME MUSCULO-SQUELETTIQUE;93;8580691;5252362;1634
2024;N;SYSTEME NERVEUX;11;132502947;12507542;10594
2024;N;SYSTEME NERVEUX;24;32987341;2588006;12746
2024;N;SYSTEME NERVEUX;27;38493690;2800180;13747
2024;N;SYSTEME NERVEUX;28;49805916;3348960;14872
2024;N;SYSTEME NERVEUX;32;87643693;5983840;14647
2024;N;SYSTEME NERVEUX;44;75669901;5557457;13616
2024;N;SYSTEME NERVEUX;52;46113217;3926871;11743
2024;N;SYSTEME NERVEUX;53;45694137;3469711;13169
2024;N;SYSTEME NERVEUX;75;84240092;6181885;13627
2024;N;SYSTEME NERVEUX;76;79563467;6165869;12904
2024;N;SYSTEME NERVEUX;84;99891706;8238335;12125
2024;N;SYSTEME NERVEUX;93;76176955;5252362;14503
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;11;1115946;12507542;89
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;24;154340;2588006;60
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;27;189391;2800180;68
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;28;241583;3348960;72
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;32;463721;5983840;77
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;44;389306;5557457;70
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;52;223842;3926871;57
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;53;247980;3469711;71
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;75;528423;6181885;85
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;76;512566;6165869;83
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;84;521659;8238335;63
2024;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;93;534881;5252362;102
2024;R;SYSTEME RESPIRATOIRE;11;26023903;12507542;2081
2024;R;SYSTEME RESPIRATOIRE;24;5616631;2588006;2170
2024;R;SYSTEME RESPIRATOIRE;27;6176984;2800180;2206
2024;R;SYSTEME RESPIRATOIRE;28;8493419;3348960;2536
2024;R;SYSTEME RESPIRATOIRE;32;17498178;5983840;2924
2024;R;SYSTEME RESPIRATOIRE;44;13765771;5557457;2477
2024;R;SYSTEME RESPIRATOIRE;52;7270469;3926871;1851
2024;R;SYSTEME RESPIRATOIRE;53;7043387;3469711;2030
2024;R;SYSTEME RESPIRATOIRE;75;14784206;6181885;2392
2024;R;SYSTEME RESPIRATOIRE;76;14233609;6165869;2308
2024;R;SYSTEME RESPIRATOIRE;84;15626404;8238335;1897
2024;R;SYSTEME RESPIRATOIRE;93;14113609;5252362;2687
2024;S;ORGANES SENSORIELS;11;14940567;12507542;1195
2024;S;ORGANES SENSORIELS;24;2930051;2588006;1132
2024;S;ORGANES SENSORIELS;27;2969227;2800180;1060
2024;S;ORGANES SENSORIELS;28;3554967;3348960;1062
2024;S;ORGANES SENSORIELS;32;6718487;5983840;1123
2024;S;ORGANES SENSORIELS;44;5902245;5557457;1062
2024;S;ORGANES SENSORIELS;52;4052356;3926871;1032
2024;S;ORGANES SENSORIELS;53;4180227;3469711;1205
2024;S;ORGANES SENSORIELS;75;6894858;6181885;1115
2024;S;ORGANES SENSORIELS;76;7828118;6165869;1270
2024;S;ORGANES SENSORIELS;84;8534109;8238335;1036
2024;S;ORGANES SENSORIELS;93;8373789;5252362;1594
2024;V;DIVERS;11;1167400;12507542;93
2024;V;DIVERS;24;193901;2588006;75
2024;V;DIVERS;27;192087;2800180;69
2024;V;DIVERS;28;268902;3348960;80
2024;V;DIVERS;32;534182;5983840;89
2024;V;DIVERS;44;407012;5557457;73
2024;V;DIVERS;52;264697;3926871;67
2024;V;DIVERS;53;235083;3469711;68
2024;V;DIVERS;75;460008;6181885;74
2024;V;DIVERS;76;492001;6165869;80
2024;V;DIVERS;84;670701;8238335;81
2024;V;DIVERS;93;479502;5252362;91
2023;A;SYSTEME DIGESTIF ET METABOLISME;11;68730651;12463067;5515
2023;A;SYSTEME DIGESTIF ET METABOLISME;24;15897924;2587031;6145
2023;A;SYSTEME DIGESTIF ET METABOLISME;27;17425976;2802670;6218
2023;A;SYSTEME DIGESTIF ET METABOLISME;28;21215823;3345842;6341
2023;A;SYSTEME DIGESTIF ET METABOLISME;32;43410029;5992194;7244
2023;A;SYSTEME DIGESTIF ET METABOLISME;44;37142881;5563378;6676
2023;A;SYSTEME DIGESTIF ET METABOLISME;52;19830807;3907156;5076
2023;A;SYSTEME DIGESTIF ET METABOLISME;53;18204428;3449370;5278
2023;A;SYSTEME DIGESTIF ET METABOLISME;75;39867372;6150451;6482
2023;A;SYSTEME DIGESTIF ET METABOLISME;76;38046236;6124653;6212
2023;A;SYSTEME DIGESTIF ET METABOLISME;84;43088006;8205557;5251
2023;A;SYSTEME DIGESTIF ET METABOLISME;93;40498623;5218960;7760
2023;B;SANG ET ORGANES HEMATOPOIETQUES;11;19057527;12463067;1529
2023;B;SANG ET ORGANES HEMATOPOIETQUES;24;4813173;2587031;1861
2023;B;SANG ET ORGANES HEMATOPOIETQUES;27;5507197;2802670;1965
2023;B;SANG ET ORGANES HEMATOPOIETQUES;28;6926638;3345842;2070
2023;B;SANG ET ORGANES HEMATOPOIETQUES;32;12545975;5992194;2094
2023;B;SANG ET ORGANES HEMATOPOIETQUES;44;11764916;5563378;2115
2023;B;SANG ET ORGANES HEMATOPOIETQUES;52;6334145;3907156;1621
2023;B;SANG ET ORGANES HEMATOPOIETQUES;53;6293515;3449370;1825
2023;B;SANG ET ORGANES HEMATOPOIETQUES;75;12316976;6150451;2003
2023;B;SANG ET ORGANES HEMATOPOIETQUES;76;12793541;6124653;2089
2023;B;SANG ET ORGANES HEMATOPOIETQUES;84;13840139;8205557;1687
2023;B;SANG ET ORGANES HEMATOPOIETQUES;93;13940122;5218960;2671
2023;C;SYSTEME CARDIO-VASCULAIRE;11;33243781;12463067;2667
2023;C;SYSTEME CARDIO-VASCULAIRE;24;10524366;2587031;4068
2023;C;SYSTEME CARDIO-VASCULAIRE;27;11105790;2802670;3963
2023;C;SYSTEME CARDIO-VASCULAIRE;28;13168871;3345842;3936
2023;C;SYSTEME CARDIO-VASCULAIRE;32;23781940;5992194;3969
2023;C;SYSTEME CARDIO-VASCULAIRE;44;21205959;5563378;3812
2023;C;SYSTEME CARDIO-VASCULAIRE;52;11904373;3907156;3047
2023;C;SYSTEME CARDIO-VASCULAIRE;53;12572810;3449370;3645
2023;C;SYSTEME CARDIO-VASCULAIRE;75;24092711;6150451;3917
2023;C;SYSTEME CARDIO-VASCULAIRE;76;21497017;6124653;3510
2023;C;SYSTEME CARDIO-VASCULAIRE;84;27057554;8205557;3297
2023;C;SYSTEME CARDIO-VASCULAIRE;93;21997701;5218960;4215
2023;D;DERMATOLOGIE;11;14419477;12463067;1157
2023;D;DERMATOLOGIE;24;2575930;2587031;996
2023;D;DERMATOLOGIE;27;2752894;2802670;982
2023;D;DERMATOLOGIE;28;3373159;3345842;1008
2023;D;DERMATOLOGIE;32;8448436;5992194;1410
2023;D;DERMATOLOGIE;44;6902272;5563378;1241
2023;D;DERMATOLOGIE;52;3241677;3907156;830
2023;D;DERMATOLOGIE;53;3027698;3449370;878
2023;D;DERMATOLOGIE;75;6620789;6150451;1076
2023;D;DERMATOLOGIE;76;7036463;6124653;1149
2023;D;DERMATOLOGIE;84;7954429;8205557;969
2023;D;DERMATOLOGIE;93;8098251;5218960;1552
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;11;10417937;12463067;836
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;24;2270605;2587031;878
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;27;2641752;2802670;943
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;28;3099440;3345842;926
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;32;5628695;5992194;939
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;44;5121652;5563378;921
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;52;3161602;3907156;809
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;53;2650496;3449370;768
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;75;5666505;6150451;921
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;76;5561579;6124653;908
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;84;6830464;8205557;832
2023;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;93;5562558;5218960;1066
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;11;9027787;12463067;724
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;24;2163634;2587031;836
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;27;2610117;2802670;931
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;28;2930166;3345842;876
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;32;5242964;5992194;875
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;44;4817331;5563378;866
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;52;2902148;3907156;743
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;53;3031439;3449370;879
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;75;5816918;6150451;946
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;76;6168314;6124653;1007
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;84;7091611;8205557;864
2023;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;93;6127862;5218960;1174
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);11;27209596;12463067;2183
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);24;5263781;2587031;2035
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);27;6201157;2802670;2213
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);28;7534922;3345842;2252
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);32;14328618;5992194;2391
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);44;12205293;5563378;2194
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);52;7353037;3907156;1882
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);53;7005109;3449370;2031
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);75;14122968;6150451;2296
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);76;13834420;6124653;2259
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);84;16198969;8205557;1974
2023;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);93;13916773;5218960;2667
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;11;3235453;12463067;260
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;24;790754;2587031;306
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;27;807909;2802670;288
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;28;1047931;3345842;313
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;32;1803813;5992194;301
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;44;1700779;5563378;306
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;52;1103195;3907156;282
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;53;1060393;3449370;307
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;75;1901719;6150451;309
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;76;1758930;6124653;287
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;84;2357807;8205557;287
2023;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;93;1702639;5218960;326
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;11;14016408;12463067;1125
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;24;3327031;2587031;1286
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;27;3692965;2802670;1318
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;28;4301653;3345842;1286
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;32;9247851;5992194;1543
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;44;8083919;5563378;1453
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;52;3729093;3907156;954
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;53;3397938;3449370;985
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;75;8202891;6150451;1334
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;76;7956602;6124653;1299
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;84;9215417;8205557;1123
2023;M;SYSTEME MUSCULO-SQUELETTIQUE;93;8593847;5218960;1647
2023;N;SYSTEME NERVEUX;11;130972477;12463067;10509
2023;N;SYSTEME NERVEUX;24;32969625;2587031;12744
2023;N;SYSTEME NERVEUX;27;38579483;2802670;13765
2023;N;SYSTEME NERVEUX;28;49737969;3345842;14866
2023;N;SYSTEME NERVEUX;32;87948654;5992194;14677
2023;N;SYSTEME NERVEUX;44;75572871;5563378;13584
2023;N;SYSTEME NERVEUX;52;45655841;3907156;11685
2023;N;SYSTEME NERVEUX;53;45352985;3449370;13148
2023;N;SYSTEME NERVEUX;75;83816143;6150451;13628
2023;N;SYSTEME NERVEUX;76;79099932;6124653;12915
2023;N;SYSTEME NERVEUX;84;99082345;8205557;12075
2023;N;SYSTEME NERVEUX;93;76136726;5218960;14588
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;11;1073333;12463067;86
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;24;149322;2587031;58
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;27;183573;2802670;65
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;28;240008;3345842;72
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;32;451355;5992194;75
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;44;367851;5563378;66
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;52;209369;3907156;54
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;53;240274;3449370;70
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;75;495870;6150451;81
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;76;500805;6124653;82
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;84;488820;8205557;60
2023;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;93;520824;5218960;100
2023;R;SYSTEME RESPIRATOIRE;11;24704245;12463067;1982
2023;R;SYSTEME RESPIRATOIRE;24;5338846;2587031;2064
2023;R;SYSTEME RESPIRATOIRE;27;5882676;2802670;2099
2023;R;SYSTEME RESPIRATOIRE;28;8117069;3345842;2426
2023;R;SYSTEME RESPIRATOIRE;32;16721128;5992194;2790
2023;R;SYSTEME RESPIRATOIRE;44;13126786;5563378;2359
2023;R;SYSTEME RESPIRATOIRE;52;6837827;3907156;1750
2023;R;SYSTEME RESPIRATOIRE;53;6696588;3449370;1941
2023;R;SYSTEME RESPIRATOIRE;75;13978096;6150451;2273
2023;R;SYSTEME RESPIRATOIRE;76;13476457;6124653;2200
2023;R;SYSTEME RESPIRATOIRE;84;14966177;8205557;1824
2023;R;SYSTEME RESPIRATOIRE;93;13357559;5218960;2559
2023;S;ORGANES SENSORIELS;11;15360403;12463067;1232
2023;S;ORGANES SENSORIELS;24;3014081;2587031;1165
2023;S;ORGANES SENSORIELS;27;3067891;2802670;1095
2023;S;ORGANES SENSORIELS;28;3695366;3345842;1104
2023;S;ORGANES SENSORIELS;32;6932317;5992194;1157
2023;S;ORGANES SENSORIELS;44;6087405;5563378;1094
2023;S;ORGANES SENSORIELS;52;4156871;3907156;1064
2023;S;ORGANES SENSORIELS;53;4277013;3449370;1240
2023;S;ORGANES SENSORIELS;75;7070669;6150451;1150
2023;S;ORGANES SENSORIELS;76;7967061;6124653;1301
2023;S;ORGANES SENSORIELS;84;8816795;8205557;1074
2023;S;ORGANES SENSORIELS;93;8473628;5218960;1624
2023;V;DIVERS;11;2025223;12463067;162
2023;V;DIVERS;24;385677;2587031;149
2023;V;DIVERS;27;402074;2802670;143
2023;V;DIVERS;28;515265;3345842;154
2023;V;DIVERS;32;1052286;5992194;176
2023;V;DIVERS;44;819826;5563378;147
2023;V;DIVERS;52;519201;3907156;133
2023;V;DIVERS;53;457341;3449370;133
2023;V;DIVERS;75;898785;6150451;146
2023;V;DIVERS;76;960009;6124653;157
2023;V;DIVERS;84;1246482;8205557;152
2023;V;DIVERS;93;975175;5218960;187
2022;A;SYSTEME DIGESTIF ET METABOLISME;11;68753624;12380964;5553
2022;A;SYSTEME DIGESTIF ET METABOLISME;24;15916340;2581597;6165
2022;A;SYSTEME DIGESTIF ET METABOLISME;27;17315789;2803977;6175
2022;A;SYSTEME DIGESTIF ET METABOLISME;28;21107883;3339074;6321
2022;A;SYSTEME DIGESTIF ET METABOLISME;32;43631441;5998916;7273
2022;A;SYSTEME DIGESTIF ET METABOLISME;44;37081444;5560079;6669
2022;A;SYSTEME DIGESTIF ET METABOLISME;52;19708858;3879216;5081
